epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.09198600053787231,0.0786636471748352,0.8879070304224143,0.9304422838212594,0.8942440587404282,0.9245698491853391
2,0.07445871829986572,0.12482720613479614,0.8982443101845531,0.9315635263225575,0.8915039681076875,0.9231766741190659
3,0.10501915216445923,0.07857513427734375,0.900727127249545,0.9311048299118442,0.896827515643739,0.9228380460394847
4,0.08469599485397339,0.10479414463043213,0.9027650207034971,0.9310412425819024,0.8896953252403101,0.9241754411468408
5,0.07423138618469238,0.07088500261306763,0.9042215725670371,0.9312676262979659,0.8976616622365212,0.923111454287225
6,0.07890141010284424,0.09128230810165405,0.905216864434061,0.9316191827157795,0.90002499990532,0.9218334307908027
7,0.06875067949295044,0.07130318880081177,0.9066046506022479,0.9319758025969558,0.9009247040699349,0.9247511693097784
8,0.0786130428314209,0.051975905895233154,0.9078810808388504,0.9322283982346897,0.9007689250143068,0.9260184172654844
9,0.07536280155181885,0.09156203269958496,0.9088342186376328,0.9326165486060645,0.8910907790952689,0.9232816701560953
10,0.07351452112197876,0.06269794702529907,0.9098608719905791,0.9327379249838096,0.8935955667085258,0.9227171239548457
11,0.07996714115142822,0.0851176381111145,0.9106711181046304,0.9331356200546062,0.8984475480433708,0.9228954662251732
12,0.07319468259811401,0.08891117572784424,0.9117708463207881,0.9334057578162844,0.8926055715065218,0.9240731104769478
13,0.06308633089065552,0.06445938348770142,0.9122011848989752,0.9334851168246736,0.8993486457903911,0.9243275111886762
14,0.06390738487243652,0.05349153280258179,0.9135258460854125,0.9336385047884945,0.9018490820147216,0.9241547553228882
15,0.07959252595901489,0.06557154655456543,0.9141808201280385,0.9337343002670151,0.8960562467511292,0.9236405337193978
